dir	n_types	n_tokens	n_lemmas	TTR	LTR	suprisal_token_mean	sum_surprisal_morph_split_mean_lemma_all_features	sum_surprisal_morph_split_mean_lemma_core_features_only	sum_surprisal_morph_split_mean_subclass_all_features	sum_surprisal_morph_split_mean_subclass_core_features_only	sum_surprisal_morph_split_mean_upos_all_features	sum_surprisal_morph_split_mean_upos_core_features_only	surprisal_per_morph_featstring_mean_lemma_all_features	surprisal_per_morph_featstring_mean_lemma_core_features_only	surprisal_per_morph_featstring_mean_subclass_all_features	surprisal_per_morph_featstring_mean_subclass_core_features_only	surprisal_per_morph_featstring_mean_upos_all_features	surprisal_per_morph_featstring_mean_upos_core_features_only	feat_cats_lemma_all_features	feat_cats_lemma_core_features_only	feat_cats_subclass_all_features	feat_cats_subclass_core_features_only	feat_cats_upos_all_features	feat_cats_upos_core_features_only	n_feat_cats_subclass_all_features	n_feat_cats_subclass_core_features_only	n_feats_per_token_mean_subclass_all_features	n_feats_per_token_mean_subclass_core_features_only	mfh	n_total_rows	n_total_rows_filtered	n_row_mfh	glottocode	Word_Order	Flexivity	Gender_or_Noun_Class	Locus_of_Marking	Fusion	Informativity	percent_missing_lemma	n_feat_cats_core_features_only	n_feat_cats_all_features	n_feats_per_token_mean_core_features_only	n_feats_per_token_mean_all_features	mfh_rank	sum_surprisal_morph_split_mean_upos_all_features_rank	surprisal_per_morph_featstring_mean_lemma_core_features_only_rank	Fusion_rank	Informativity_rank
UD_North_Sami-Giella	7660	22702		0.337415205708748	0.197779931283587	11.0124762457518	2.5473943892539	2.37382943083323	2.19670388658328	2.15892716948894	4.83759370805004	4.47612834554461	1.5601703129571	1.52439750254782	2.15486782146448	2.1247614847208	3.1844781666099	3.08317472379153	Case;Number;PronType;Mood;Person;Tense;VerbForm;Aspect;Connegative;unassigned;Polarity;Reflex;Number[psor];Person[psor];Degree;Voice;NumType	Case;Number;PronType;Mood;Person;Tense;VerbForm;Aspect;unassigned;Polarity;Reflex;Degree;Voice;NumType	Case;Number;PronType;Mood;Person;Tense;VerbForm;unassigned;Polarity;Connegative;Reflex;Number[psor];Person[psor];Degree;NumType;Aspect;Voice	Case;Number;PronType;Mood;Person;Tense;VerbForm;unassigned;Polarity;Reflex;Degree;NumType;Aspect;Voice	Case;Number;PronType;Person;Reflex;Number[psor];Person[psor];Mood;Tense;VerbForm;Connegative;Aspect;Voice;Degree;unassigned;Polarity;NumType	Case;Number;PronType;Person;Reflex;Mood;Tense;VerbForm;Aspect;Voice;Degree;unassigned;Polarity;NumType	16	13	2.32345167826623	2.2690952339001	4.224939547925511	22702	22588	17285	nort2671	0.26315789473684215	0.10714285714285716	0.1764705882352941	0.4444444444444444	0.3942307692307693	0.25	0	13	16	2.2690952339001	2.32345167826623	78	103	115	32	7
UD_Norwegian-Bokmaal	32088	272511		0.117749375254577	0.0887890764042552	10.7059924559147	1.18645043424057	1.18645043424057	1.08405378375794	1.08405378375794	3.04366071777522	3.04366071777522	0.73422920773858	0.73422920773858	1.07051766571137	1.07051766571137	1.96083368700357	1.96083368700357	Definite;Gender;Number;unassigned;Case;VerbForm;Mood;Tense;Voice;PronType;Poss;Degree;Reflex;Animacy;Person;Polarity;NumType	Definite;Gender;Number;unassigned;Case;VerbForm;Mood;Tense;Voice;PronType;Poss;Degree;Reflex;Animacy;Person;Polarity;NumType	Definite;Gender;Number;unassigned;VerbForm;PronType;Poss;Degree;Mood;Tense;Case;Reflex;Animacy;Person;Polarity;Voice;NumType	Definite;Gender;Number;unassigned;VerbForm;PronType;Poss;Degree;Mood;Tense;Case;Reflex;Animacy;Person;Polarity;Voice;NumType	Definite;Gender;Number;Case;PronType;unassigned;Polarity;VerbForm;Mood;Tense;Voice;Poss;Reflex;Animacy;Person;Degree;NumType	Definite;Gender;Number;Case;PronType;unassigned;Polarity;VerbForm;Mood;Tense;Voice;Poss;Reflex;Animacy;Person;Degree;NumType	16	16	1.92836986396879	1.92836986396879	4.284225748770933	272515	269896	179355	norw1259							0	16	16	1.92836986396879	1.92836986396879	84	47	38		
UD_Norwegian-Nynorsk	30657	266711		0.114944640453525	0.0894638766305102	10.6085457013874	1.05647912847788	1.05647912847788	0.755145461802838	0.755145461802838	2.73930452917628	2.73930452917628	0.685299042323637	0.685299042323637	0.752840753776229	0.752840753776229	1.91198144549463	1.91198144549463	Number;PronType;Gender;Definite;unassigned;Case;Animacy;Person;Mood;Tense;VerbForm;Degree;Poss;NumType;Polarity	Number;PronType;Gender;Definite;unassigned;Case;Animacy;Person;Mood;Tense;VerbForm;Degree;Poss;NumType;Polarity	Number;PronType;Definite;Gender;unassigned;Animacy;Case;Person;Mood;Tense;VerbForm;Degree;Poss;NumType;Polarity	Number;PronType;Definite;Gender;unassigned;Animacy;Case;Person;Mood;Tense;VerbForm;Degree;Poss;NumType;Polarity	Number;PronType;Gender;Definite;Polarity;Case;unassigned;Animacy;Person;Poss;Mood;Tense;VerbForm;Degree;NumType	Number;PronType;Gender;Definite;Polarity;Case;unassigned;Animacy;Person;Poss;Mood;Tense;VerbForm;Degree;NumType	14	14	1.46644495352648	1.46644495352648	4.220771354992866	266713	263935	172445	norw1262							0	14	14	1.46644495352648	1.46644495352648	77	34	32		
UD_Old_Church_Slavonic-PROIEL	43811	198838		0.220335147205263	0.0427986602158541	12.060169149585	3.59747481800615	3.41446447661175	2.97780413945422	2.99429981370201	5.90537875931785	5.66776913742042	2.1469423408359	2.11621095987216	2.84272175151425	2.86102543715204	3.95716825493955	3.86215055948751	unassigned;Mood;Number;Person;Tense;VerbForm;Voice;Case;Gender;Variant;Aspect;PronType;Reflex;Polarity;Degree;Poss	unassigned;Mood;Number;Person;Tense;VerbForm;Voice;Case;Gender;Aspect;PronType;Reflex;Polarity;Degree;Poss	unassigned;Mood;Number;Person;Tense;VerbForm;Voice;Case;PronType;Reflex;Gender;Variant;Degree;Poss;Aspect;Polarity	unassigned;Mood;Number;Person;Tense;VerbForm;Voice;Case;PronType;Reflex;Gender;Degree;Poss;Aspect;Polarity	unassigned;Mood;Number;Person;Tense;VerbForm;Voice;Case;Gender;Variant;Aspect;Polarity;PronType;Reflex;Poss;Degree	unassigned;Mood;Number;Person;Tense;VerbForm;Voice;Case;Gender;Aspect;Polarity;PronType;Reflex;Poss;Degree	15	14	3.2944306420302	3.21281143443406	4.555767418683056	198838	198160	147939	chur1257							0	14	15	3.21281143443406	3.2944306420302	119	133	145		
UD_Old_East_Slavic-Birchbark	8985	19996		0.449339867973595	0.178185637127425	11.0979604840644	1.59202279371673	1.52363339033628	2.32776973904683	2.25155191106552	4.14787650674768	3.86027080071294	1.07590236235499	1.04312684056038	2.16374040173905	2.14352398546432	3.01198891542445	2.89483101482933	Case;Gender;NameType;Number;unassigned;Degree;Tense;VerbForm;Voice;Mood;Person;NumForm;NumType;Poss;Variant;Analyt;Clitic;PronType;Reflex;Animacy	Case;Gender;Number;unassigned;Degree;Tense;VerbForm;Voice;Mood;Person;NumType;Poss;PronType;Reflex;Animacy	Case;Gender;NameType;Number;unassigned;Degree;Tense;VerbForm;Voice;NumForm;NumType;Poss;Variant;Person;Clitic;Mood;Analyt;PronType;Reflex;Animacy	Case;Gender;Number;unassigned;Degree;Tense;VerbForm;Voice;NumType;Poss;Person;Mood;PronType;Reflex;Animacy	Case;Gender;NameType;Number;Animacy;unassigned;Degree;Poss;Variant;NumForm;Tense;VerbForm;Voice;Mood;Person;Analyt;NumType;Clitic;PronType;Reflex	Case;Gender;Number;Animacy;unassigned;Degree;Poss;Tense;VerbForm;Voice;Mood;Person;NumType;PronType;Reflex	19	14	2.32281456291258	2.12297459491898	4.288331304085109	21715	20906	13942	oldr1238							0	14	19	2.12297459491898	2.32281456291258	85	81	75		
UD_Old_East_Slavic-RNC	19843	81082		0.244727559754323	0.1114180705952	11.4820549782725	2.11722003569177	2.05828725705524	3.03794104230615	2.86452661901227	5.24298571647632	4.8557523239465	1.43986946078606	1.42493106720649	2.87435464732048	2.74932437657026	3.82759534333171	3.62259450717856	unassigned;Case;Gender;NameType;Number;Animacy;Aspect;Tense;VerbForm;Voice;Variant;PronType;Degree;Poss;Reflex;NumForm;NumType;Mood;Person;Analyt;Polarity;Clitic;InflClass	unassigned;Case;Gender;Number;Animacy;Aspect;Tense;VerbForm;Voice;PronType;Degree;Poss;Reflex;NumType;Mood;Person;Polarity	unassigned;Case;Gender;NameType;Number;Aspect;Tense;VerbForm;Voice;PronType;Degree;Poss;Reflex;NumForm;NumType;Mood;Person;Polarity;Variant;Animacy;Analyt;Clitic;InflClass	unassigned;Case;Gender;Number;Aspect;Tense;VerbForm;Voice;PronType;Degree;Poss;Reflex;NumType;Mood;Person;Polarity;Animacy	unassigned;Case;Gender;NameType;Number;Animacy;InflClass;Polarity;Aspect;Tense;VerbForm;Voice;Mood;Person;Reflex;Variant;Analyt;PronType;Poss;Degree;NumForm;NumType;Clitic	unassigned;Case;Gender;Number;Animacy;Polarity;Aspect;Tense;VerbForm;Voice;Mood;Person;Reflex;PronType;Poss;Degree;NumType	22	16	2.77816284748773	2.62192595150588	4.6371410632700565	81082	79489	58143	oldr1238							0	16	22	2.62192595150588	2.77816284748773	129	116	102		
UD_Old_East_Slavic-Ruthenian	15922	82304		0.193453538102644	0.0673235808709176	10.9067011545496	2.13215334233571	2.04648726147828	2.91712614440742	2.79191700738806	5.14508013485491	4.7882598232797	1.54149497091902	1.50182370431725	2.72223396023801	2.6388759300693	3.62887772918773	3.44158224301871	Case;Gender;Number;NumForm;NumType;unassigned;Aspect;Mood;Person;Tense;VerbForm;Voice;Degree;Analyt;Variant;PronType;Animacy;Polarity;Poss;Reflex;Clitic;NameType	Case;Gender;Number;NumType;unassigned;Aspect;Mood;Person;Tense;VerbForm;Voice;Degree;PronType;Animacy;Polarity;Poss;Reflex	Case;Gender;Number;NumForm;NumType;unassigned;Aspect;Mood;Person;Tense;VerbForm;Voice;Degree;Analyt;Variant;PronType;Polarity;Animacy;Poss;Reflex;Clitic;NameType	Case;Gender;Number;NumType;unassigned;Aspect;Mood;Person;Tense;VerbForm;Voice;Degree;PronType;Polarity;Animacy;Poss;Reflex	Case;Gender;Number;Animacy;NumForm;NumType;Degree;Variant;unassigned;Aspect;Mood;Person;Tense;VerbForm;Voice;Analyt;Polarity;PronType;Poss;Reflex;Clitic;NameType	Case;Gender;Number;Animacy;NumType;Degree;unassigned;Aspect;Mood;Person;Tense;VerbForm;Voice;Polarity;PronType;Poss;Reflex	21	16	2.83837966562986	2.7029670489891102	4.653891696846493	82304	81959	60744	oldr1238							0	16	21	2.7029670489891102	2.83837966562986	131	112	114		
UD_Old_East_Slavic-TOROT	53565	246844		0.216999400431041	0.0561974364375881	11.990383111994	2.96022373558039	2.79744887245634	2.68703919772264	2.70912434834808	5.13360562101731	4.91135561017425	1.78191702905508	1.76226333157579	2.57500791354881	2.59710449638206	3.43476583703033	3.36146183354521	Case;Gender;Number;Degree;Variant;unassigned;Mood;Person;Tense;VerbForm;Voice;Aspect;Polarity;PronType;Reflex;Poss	Case;Gender;Number;Degree;unassigned;Mood;Person;Tense;VerbForm;Voice;Aspect;Polarity;PronType;Reflex;Poss	Case;Gender;Number;Degree;Variant;unassigned;Mood;Person;Tense;VerbForm;Voice;Polarity;PronType;Aspect;Reflex;Poss	Case;Gender;Number;Degree;unassigned;Mood;Person;Tense;VerbForm;Voice;Polarity;PronType;Aspect;Reflex;Poss	Case;Gender;Number;Degree;Variant;unassigned;Mood;Person;Tense;VerbForm;Voice;Aspect;Polarity;PronType;Reflex;Poss	Case;Gender;Number;Degree;unassigned;Mood;Person;Tense;VerbForm;Voice;Aspect;Polarity;PronType;Reflex;Poss	15	14	2.91511237866831	2.84003257117856	4.4570751754824505	246844	243667	170439	oldr1238							0	14	15	2.84003257117856	2.91511237866831	109	111	130		
UD_Old_French-PROFITEROLE	18406	196834		0.0935102675350803		10.0637164203545			0.380740592011357	0.380602175312527	1.29516955037123	1.29204634835638			0.380740592011357	0.380602175312527	0.961720095115627	0.958629489502897	unassigned;PronType;VerbForm;Morph;Poss;Definite;Polarity;Tense;NumType	unassigned;PronType;VerbForm;Poss;Definite;Polarity;Tense;NumType	unassigned;PronType;VerbForm;Poss;Definite;Tense;Polarity;NumType;Morph	unassigned;PronType;VerbForm;Poss;Definite;Tense;Polarity;NumType	VerbForm;Morph;Tense;PronType;Poss;NumType;Polarity;Definite	VerbForm;Tense;PronType;Poss;NumType;Polarity;Definite;unassigned	8	7	0.614583862544073	0.614334921812289	3.4141622694308453	196834	41979	22814	oldf1239							79	7	8	0.614334921812289	0.614583862544073	17	12			
UD_Persian-PerDT	36260	450264		0.0805305331983014	0.0632806531279427	10.9705239250974	0.817658582039898	0.817658582039898	0.687985442429879	0.687985442429879	1.28667641048877	1.28667641048877	0.711283656697055	0.711283656697055	0.670644829450879	0.670644829450879	1.11926671978218	1.11926671978218	unassigned;Number;Person;Tense;VerbForm;Polarity;Voice;Mood;PronType	unassigned;Number;Person;Tense;VerbForm;Polarity;Voice;Mood;PronType	unassigned;Number;Person;Tense;VerbForm;Voice;Mood;PronType;Polarity	unassigned;Number;Person;Tense;VerbForm;Voice;Mood;PronType;Polarity	unassigned;Number;Person;Tense;VerbForm;Mood;Polarity;Voice;PronType	unassigned;Number;Person;Tense;VerbForm;Mood;Polarity;Voice;PronType	8	8	1.08609171508271	1.08609171508271	2.6762714972163555	464612	455619	282096	west2369	0.5714285714285714	0.17241379310344826	0.1875	0.4545454545454546	0.4237288135593221	0.37254901960784315	0	8	8	1.08609171508271	1.08609171508271	2	11	35	41.5	73
UD_Persian-Seraji	15547	137929		0.112717412581836	0.0955781597778567	10.5685429352746	0.54781392800599	0.54781392800599	0.604721797785803	0.604721797785803	1.21186550103216	1.21186550103216	0.428197827985323	0.428197827985323	0.595548792839826	0.595548792839826	0.943356318149123	0.943356318149123	Number;unassigned;Person;Tense;Mood;VerbForm;Polarity;Degree;Case;NumType;PronType;Reflex	Number;unassigned;Person;Tense;Mood;VerbForm;Polarity;Degree;Case;NumType;PronType;Reflex	Number;unassigned;Person;Tense;Degree;Case;NumType;VerbForm;PronType;Reflex;Mood;Polarity	Number;unassigned;Person;Tense;Degree;Case;NumType;VerbForm;PronType;Reflex;Mood;Polarity	Number;Case;unassigned;Person;Tense;VerbForm;Mood;Polarity;Degree;NumType;PronType;Reflex	Number;Case;unassigned;Person;Tense;VerbForm;Mood;Polarity;Degree;NumType;PronType;Reflex	11	11	1.06897026731144	1.06897026731144	2.8769284326841125	140515	135611	96234	west2369	0.5714285714285714	0.17241379310344826	0.1875	0.4545454545454546	0.4237288135593221	0.37254901960784315	2	11	11	1.06897026731144	1.06897026731144	6	10	20	41.5	73
UD_Polish-LFG	29740	105146		0.282844806269378	0.159968044433454	11.9720649327383	2.68925557854287	2.24779548410039	2.56508800246268	2.82246496869188	7.03395641025601	5.61515319999568	1.54014037817855	1.44994994005901	2.41912778338939	2.72143418451142	4.06390014349331	3.65557259760195	Aspect;Gender;Mood;Number;Tense;VerbForm;Voice;SubGender;Person;Case;PrepCase;PronType;Variant;Degree;AdpType;unassigned;Reflex;NumType;Hyph;VerbType;PartType;Polarity;Agglutination;Poss;Number[psor];Polite;Emphatic	Aspect;Gender;Mood;Number;Tense;VerbForm;Voice;Person;Case;PronType;Degree;unassigned;Reflex;NumType;Polarity;Poss;Polite	Aspect;Gender;Mood;Number;Tense;VerbForm;Voice;Case;Person;PrepCase;PronType;SubGender;Variant;Degree;AdpType;unassigned;Reflex;NumType;VerbType;PartType;Polarity;Agglutination;Poss;Number[psor];Emphatic;Hyph;Polite	Aspect;Gender;Mood;Number;Tense;VerbForm;Voice;Case;Person;PronType;Degree;unassigned;Reflex;NumType;Polarity;Poss;Polite	Aspect;Gender;Mood;Number;Tense;VerbForm;Voice;SubGender;Person;VerbType;Agglutination;Case;PrepCase;PronType;Variant;Reflex;Emphatic;Degree;Polarity;Hyph;Polite;AdpType;PartType;NumType;Poss;Number[psor];unassigned	Aspect;Gender;Mood;Number;Tense;VerbForm;Voice;Person;Case;PronType;Reflex;Degree;Polarity;Polite;unassigned;NumType;Poss	26	16	3.79678732429194	3.26918760580526	4.852371690263623	105147	104863	95821	poli1260	0.5238095238095238	0.5666666666666667	0.5294117647058824	0.3235294117647059	0.5655737704918032	0.5925925925925926	0	16	26	3.26918760580526	3.79678732429194	143	149	105	113	112
UD_Polish-PDB	60912	288385		0.211217643081298	0.110127087053765	12.5819674463523	2.55958553863902	2.50423628067384	2.73254995319926	2.71248478487042	6.86145198685739	6.43315044338849	1.6746165514303	1.64756534857144	2.59286814681091	2.58792151805356	4.17225686272961	3.97461904750744	Animacy;Aspect;Gender;Mood;Number;Tense;VerbForm;Voice;Person;Case;Degree;PronType;Reflex;unassigned;Polarity;AdpType;Variant;Number[psor];Poss;VerbType;ConjType;NumForm;NumType;PrepCase;Polite;PartType;Hyph	Animacy;Aspect;Gender;Mood;Number;Tense;VerbForm;Voice;Person;Case;Degree;PronType;Reflex;unassigned;Polarity;Poss;NumType;Polite	Animacy;Aspect;Gender;Mood;Number;Tense;VerbForm;Voice;Case;Degree;PronType;Reflex;unassigned;Polarity;AdpType;Variant;Number[psor];Person;Poss;VerbType;ConjType;NumForm;NumType;PrepCase;PartType;Hyph;Polite	Animacy;Aspect;Gender;Mood;Number;Tense;VerbForm;Voice;Case;Degree;PronType;Reflex;unassigned;Polarity;Person;Poss;NumType;Polite	Animacy;Aspect;Gender;Mood;Number;Tense;VerbForm;Voice;VerbType;Person;Case;Degree;Polarity;NumForm;NumType;Hyph;PrepCase;Variant;PronType;Reflex;Polite;PartType;AdpType;Number[psor];Poss;ConjType;unassigned	Animacy;Aspect;Gender;Mood;Number;Tense;VerbForm;Voice;Person;Case;Degree;Polarity;NumType;PronType;Reflex;Polite;Poss;unassigned	26	17	3.61526084921199	3.34707075610729	4.862330863638557	293544	289767	263534	poli1260	0.5238095238095238	0.5666666666666667	0.5294117647058824	0.3235294117647059	0.5655737704918032	0.5925925925925926	0	17	26	3.34707075610729	3.61526084921199	144	147	122	113	112
UD_Polish-PUD	7490	15602		0.480066658120754	0.339571849762851	11.2897891458657	1.63573469510787	1.60073258709671	2.74470401350143	2.70591566259049	6.8355820497803	6.42105735573297	0.993098881419455	0.970669810875104	2.60029672941661	2.57315948646028	4.14482058217708	3.95117468119648	Aspect;Case;Gender;Number;Polarity;VerbForm;Mood;Person;Tense;Voice;Animacy;AdpType;Variant;Degree;VerbType;unassigned;PronType;ConjType;Poss;Reflex;Number[psor];Hyph;PrepCase;NumForm;NumType;PartType	Aspect;Case;Gender;Number;Polarity;VerbForm;Mood;Person;Tense;Voice;Animacy;unassigned;Degree;PronType;Poss;Reflex;NumType	Aspect;Case;Gender;Number;Polarity;VerbForm;Mood;Person;Tense;Voice;AdpType;Variant;Degree;Animacy;VerbType;unassigned;PronType;ConjType;Poss;Reflex;Number[psor];PrepCase;NumForm;NumType;PartType;Hyph	Aspect;Case;Gender;Number;Polarity;VerbForm;Mood;Person;Tense;Voice;unassigned;Degree;Animacy;PronType;Poss;Reflex;NumType	Aspect;Case;Gender;Number;Polarity;VerbForm;Animacy;NumType;PartType;Mood;Person;Tense;Voice;VerbType;AdpType;Variant;Degree;NumForm;PrepCase;Hyph;PronType;Poss;Reflex;Number[psor];unassigned;ConjType	Aspect;Case;Gender;Number;Polarity;VerbForm;Animacy;NumType;Mood;Person;Tense;Voice;Degree;PronType;Poss;Reflex;unassigned	25	16	3.6387001666453	3.36072298423279	4.779618445462316	15702	15553	14374	poli1260	0.5238095238095238	0.5666666666666667	0.5294117647058824	0.3235294117647059	0.5655737704918032	0.5925925925925926	0	16	25	3.36072298423279	3.6387001666453	140	146	67	113	112
UD_Pomak-Philotis	6276	29209		0.21486528124893	0.116436714711219	9.71585631078825	2.42753142362142	2.41828389387383	1.90272207896217	1.89284326475897	6.59006493877032	6.50058621353458	1.37159467070775	1.3705692708607	1.80710136794807	1.80061440112291	3.3241793674137	3.30685408610494	Aspect;Mood;Number;Person;Tense;VerbForm;Voice;Case;Gender;PronType;Animacy;Reflex;Number[psor];Poss;unassigned;Definite;Deixis;NumType;DeixisRef;PartTypeQpm;Degree;Polarity	Aspect;Mood;Number;Person;Tense;VerbForm;Voice;Case;Gender;PronType;Animacy;Reflex;Poss;unassigned;Definite;Deixis;NumType;DeixisRef;Degree;Polarity	unassigned;Case;Gender;Number;Person;PronType;Aspect;Mood;Tense;VerbForm;Voice;Definite;Deixis;NumType;Animacy;Number[psor];Poss;PartTypeQpm;Reflex;Degree;DeixisRef;Polarity	unassigned;Case;Gender;Number;Person;PronType;Aspect;Mood;Tense;VerbForm;Voice;Definite;Deixis;NumType;Animacy;Poss;Reflex;Degree;DeixisRef;Polarity	Aspect;Mood;Number;Person;Tense;VerbForm;Voice;Gender;Animacy;Case;PronType;Number[psor];Poss;Reflex;Deixis;DeixisRef;Definite;Polarity;unassigned;NumType;Degree;PartTypeQpm	Aspect;Mood;Number;Person;Tense;VerbForm;Voice;Gender;Animacy;Case;PronType;Poss;Reflex;Deixis;DeixisRef;Definite;Polarity;unassigned;NumType;Degree	21	19	3.78047861960355	3.76442192474922	4.644931860822995	29209	29018	21476	poma1238							0	19	21	3.76442192474922	3.78047861960355	130	143	97		
UD_Portuguese-Bosque	26091	180760		0.144340562071255	0.114477760566497	10.8242124163473	1.65204701638213	1.65204701638213	1.51624506717797	1.51624506717797	2.99590192749581	2.99590192749581	1.11583001384773	1.11583001384773	1.49316732721852	1.49316732721852	2.20463439106293	2.20463439106293	ExtPos;Gender;Number;Definite;PronType;Mood;Person;Tense;VerbForm;unassigned;Voice;Case;Reflex;Poss;Polarity;NumType;Degree	ExtPos;Gender;Number;Definite;PronType;Mood;Person;Tense;VerbForm;unassigned;Voice;Case;Reflex;Poss;Polarity;NumType;Degree	unassigned;Gender;Number;Definite;PronType;Mood;Person;Tense;VerbForm;Voice;Case;Polarity;ExtPos;NumType;Degree;Poss;Reflex	unassigned;Gender;Number;Definite;PronType;Mood;Person;Tense;VerbForm;Voice;Case;Polarity;ExtPos;NumType;Degree;Poss;Reflex	Polarity;ExtPos;Gender;Number;PronType;NumType;Voice;Definite;Poss;Mood;Person;Tense;VerbForm;Degree;Case;Reflex;unassigned	Polarity;ExtPos;Gender;Number;PronType;NumType;Voice;Definite;Poss;Mood;Person;Tense;VerbForm;Degree;Case;Reflex;unassigned	16	16	2.2511341004647	2.2511341004647	3.6583502167893718	214497	195006	143879	port1283	0.42857142857142855	0.5333333333333334	0.5882352941176471	0.4411764705882352	0.4426229508196721	0.4074074074074074	0	16	16	2.2511341004647	2.2511341004647	23	41	83	76.5	101
UD_Portuguese-CINTIL	35187	380735		0.0924186113701131	0.0725832928414777	10.8473336019025	0.917390399919284	0.917390399919284	1.40632027723689	1.40632027723689	2.50864506501789	2.50864506501789	0.619905052811288	0.619905052811288	1.38249795805739	1.38249795805739	1.82284818896598	1.82284818896598	Mood;Number;Person;Tense;VerbForm;unassigned;Gender;NumType;PronType;Definite;Degree	Mood;Number;Person;Tense;VerbForm;unassigned;Gender;NumType;PronType;Definite;Degree	Mood;Number;Person;Tense;VerbForm;unassigned;Gender;NumType;PronType;Definite;Degree	Mood;Number;Person;Tense;VerbForm;unassigned;Gender;NumType;PronType;Definite;Degree	Mood;Number;Person;Tense;VerbForm;Gender;unassigned;NumType;PronType;Definite;Degree	Mood;Number;Person;Tense;VerbForm;Gender;unassigned;NumType;PronType;Definite;Degree	10	10	2.10730560626157	2.10730560626157	3.5811703372289827	448466	411512	263396	port1283	0.42857142857142855	0.5333333333333334	0.5882352941176471	0.4411764705882352	0.4426229508196721	0.4074074074074074	0	10	10	2.10730560626157	2.10730560626157	18	26	29	76.5	101
